College_Name,Location,Fees,College_URL
"PPG Institute of Allied Health Sciences, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,20,000",https://collegedunia.com/college/64518-ppg-institute-of-allied-health-sciences-coimbatore
"Global Hiramoni Memorial Nursing Institution, Krishnagar","Krishnagar, West Bengal","₹ 1,80,000",https://collegedunia.com/college/64908-global-hiramoni-memorial-nursing-institution-krishnagar
"CARE College of Nursing, Haridwar","Haridwar, Uttarakhand","₹ 1,20,000",https://collegedunia.com/college/65105-care-college-of-nursing-haridwar
"Savitri Nursing and Paramedical Institute, Gorakhpur","Gorakhpur, Uttar Pradesh","₹ 1,20,000",https://collegedunia.com/college/65146-savitri-nursing-and-paramedical-institute-gorakhpur
"GITAM Institute of Nursing, Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 1,11,000",https://collegedunia.com/college/62254-gitam-institute-of-nursing-visakhapatnam
"Centurion University of Technology and Management - [CUTM], Bhubaneswar","Bhubaneswar, Odisha","₹ 1,25,000",https://collegedunia.com/university/25757-centurion-university-of-technology-and-management-cutm-bhubaneswar
"Kalinga Institute of Nursing Sciences - [KINS], Bhubaneswar","Bhubaneswar, Odisha","₹ 1,75,000",https://collegedunia.com/college/56983-kalinga-institute-of-nursing-sciences-kins-bhubaneswar
"Smt. Subhadra K. Jindal College of Nursing, Pune","Pune, Maharashtra","₹ 1,18,000",https://collegedunia.com/college/63444-smt-subhadra-k-jindal-college-of-nursing-pune
"Sardar Patel Nursing College -[SPNC], Lucknow","Lucknow, Uttar Pradesh","₹ 1,36,000",https://collegedunia.com/college/64632-sardar-patel-nursing-college-spnc-lucknow
"G D Goenka University, School of  Medical and Allied Sciences - [SMAS], Gurgaon","Gurgaon, Haryana","₹ 1,40,000",https://collegedunia.com/college/58766-g-d-goenka-university-school-of-medical-and-allied-sciences-smas-gurgaon
"Kunwar Singh Pharmacy College of Education, Giridih","Giridih, Jharkhand","₹ 4,70,000",https://collegedunia.com/college/64617-kunwar-singh-pharmacy-college-of-education-giridih
"Ideal Academy of Nursing Education, Ranchi","Ranchi, Jharkhand","₹ 1,40,000",https://collegedunia.com/college/64655-ideal-academy-of-nursing-education-ranchi
"St. Joseph’s College of Nursing, Hoshangabad","Hoshangabad, Madhya Pradesh","₹ 1,30,000",https://collegedunia.com/college/63919-st-josephs-college-of-nursing-hoshangabad
"North East Nursing College of Health Sciences, Papum Pare","Papum Pare, Arunachal Pradesh","₹ 1,17,000",https://collegedunia.com/college/62337-north-east-nursing-college-of-health-sciences-papum-pare
"Newtown Institute of Nursing Science - [NINS], Kolkata","Kolkata, West Bengal","₹ 4,65,000",https://collegedunia.com/college/64303-newtown-institute-of-nursing-science-nins-kolkata
"Vibrant Nursing College, Surat","Surat, Gujarat","₹ 1,16,000",https://collegedunia.com/college/64819-vibrant-nursing-college-surat
"Ambika College of Nursing, Mohali","Mohali, Punjab","₹ 1,15,000",https://collegedunia.com/college/11245-ambika-college-of-nursing-mohali
"Geetanjali College of Nursing - [GCN], Udaipur","Udaipur, Rajasthan","₹ 1,15,000",https://collegedunia.com/college/11584-geetanjali-college-of-nursing-gcn-udaipur
"Malwanchal University, Indore","Indore, Madhya Pradesh","₹ 1,15,000",https://collegedunia.com/university/58560-malwanchal-university-indore
"Chettinad Academy of Research and Education, Chennai","Chennai, Tamil Nadu","₹ 4,58,000",https://collegedunia.com/university/54944-chettinad-academy-of-research-and-education-chennai
"RIMT  University, Gobindgarh","Gobindgarh, Punjab","₹ 1,25,000",https://collegedunia.com/university/28173-rimt-university-gobindgarh
"Sister Nivedita University - [SNU], Kolkata","Kolkata, West Bengal","₹ 4,54,666",https://collegedunia.com/university/59341-sister-nivedita-university-snu-kolkata
"PG College of Nursing, Bhilai","Bhilai, Chhattisgarh","₹ 1,46,000",https://collegedunia.com/college/10806-pg-college-of-nursing-bhilai
"Yashwant College of Nursing, Kolhapur","Kolhapur, Maharashtra","₹ 1,13,000",https://collegedunia.com/college/63948-yashwant-college-of-nursing-kolhapur
"Bharath University - Bharath Institute of Higher Education and Research - [BIHER], Chennai","Chennai, Tamil Nadu","₹ 1,50,000",https://collegedunia.com/university/25871-bharath-university-bharath-institute-of-higher-education-and-research-biher-chennai
"PMIT Group of Colleges, Kolkata","Kolkata, West Bengal","₹ 4,50,000",https://collegedunia.com/college/62320-pmit-group-of-colleges-kolkata
"Gokul Institute of Nursing - [GIN], Kolkata","Kolkata, West Bengal","₹ 1,50,000",https://collegedunia.com/college/64766-gokul-institute-of-nursing-gin-kolkata
"Nalapad Group Of  Institutions, Bangalore","Bangalore, Karnataka","₹ 2,30,000",https://collegedunia.com/college/65093-nalapad-group-of-institutions-bangalore
"Tripura Medical College, West Tripura","West Tripura, Tripura","₹ 1,31,910",https://collegedunia.com/college/11125-tripura-medical-college-west-tripura
"Chirayu University, Bhopal","Bhopal, Madhya Pradesh","₹ 1,11,200",https://collegedunia.com/university/64871-chirayu-university-bhopal
"Chirayu College of Nursing, Bhopal","Bhopal, Madhya Pradesh","₹ 1,11,200",https://collegedunia.com/college/64873-chirayu-college-of-nursing-bhopal
"C. U. Shah University, Wadhwan","Wadhwan, Gujarat","₹ 1,12,800",https://collegedunia.com/university/57953-c-u-shah-university-wadhwan
"Himalayiya University, Dehradun","Dehradun, Uttarakhand","₹ 1,11,500",https://collegedunia.com/university/61334-himalayiya-university-dehradun
"Kunwars College of Nursing, Lucknow","Lucknow, Uttar Pradesh","₹ 1,11,000",https://collegedunia.com/college/64085-kunwars-college-of-nursing-lucknow
"Mata Gujri Institute of Nursing & Hospital, Jalandhar","Jalandhar, Punjab","₹ 1,10,000",https://collegedunia.com/college/11968-mata-gujri-institute-of-nursing-and-hospital-jalandhar
"Noida International University - [NIU], Greater Noida","Greater Noida, Uttar Pradesh","₹ 90,000",https://collegedunia.com/university/25964-noida-international-university-niu-greater-noida
"Lotus Bausch & Lomb Institute of Optometry, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,10,000",https://collegedunia.com/college/55632-lotus-bausch-and-lomb-institute-of-optometry-coimbatore
"Rama University, Kanpur","Kanpur, Uttar Pradesh","₹ 1,10,000",https://collegedunia.com/university/56477-rama-university-kanpur
"T John Institute of Management and Science - [TJIMS], Bangalore","Bangalore, Karnataka","₹ 2,00,000",https://collegedunia.com/college/58161-t-john-institute-of-management-and-science-tjims-bangalore
"Saaii College of Medical Science & Technology - [SCMAT], Kanpur","Kanpur, Uttar Pradesh","₹ 1,10,000",https://collegedunia.com/college/59036-saaii-college-of-medical-science-and-technology-scmat-kanpur
"P.P. Savani University, Surat","Surat, Gujarat","₹ 1,20,000",https://collegedunia.com/university/59211-pp-savani-university-surat
"Dr. D. Y. Patil College Of Nursing, Pune","Pune, Maharashtra","₹ 1,10,000",https://collegedunia.com/college/60072-dr-d-y-patil-college-of-nursing-pune
"Rudra Group of Institutions, Meerut","Meerut, Uttar Pradesh","₹ 1,10,000",https://collegedunia.com/college/63647-rudra-group-of-institutions-meerut
"Nova Institute of Nursing And Paramedical Sciences, Lucknow","Lucknow, Uttar Pradesh","₹ 1,10,000",https://collegedunia.com/college/64290-nova-institute-of-nursing-and-paramedical-sciences-lucknow
"Yashraj colleges, Kanpur","Kanpur, Uttar Pradesh","₹ 1,10,000",https://collegedunia.com/college/64912-yashraj-colleges-kanpur
"Sri Venkateswaraa University, Ettayapuram","Ettayapuram, Tamil Nadu","₹ 1,10,000",https://collegedunia.com/university/65072-sri-venkateswaraa-university-ettayapuram
"Amrita Vishwa Vidyapeetham, Faridabad","Faridabad, Haryana","₹ 1,10,000",https://collegedunia.com/university/65091-amrita-vishwa-vidyapeetham-faridabad
"Deep Nursing Academy, New Delhi","New Delhi, Delhi NCR","₹ 1,10,000",https://collegedunia.com/college/65114-deep-nursing-academy-new-delhi
"DIT University - [DIT], Dehradun","Dehradun, Uttarakhand","₹ 1,77,600",https://collegedunia.com/university/13321-dit-university-dit-dehradun
"GITAM, Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 1,39,000",https://collegedunia.com/university/25354-gitam-visakhapatnam
"Gitam Institute of Medical Science & Research - [GIMSR], Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 1,39,000",https://collegedunia.com/college/57025-gitam-institute-of-medical-science-and-research-gimsr-visakhapatnam
"Shri Guru Ram Rai University - [SGRRU], Dehradun","Dehradun, Uttarakhand","₹ 1,33,500",https://collegedunia.com/university/60398-shri-guru-ram-rai-university-sgrru-dehradun
"Shree Dev Bhoomi Institute of Education Science & Technology - [SDBI], Dehradun","Dehradun, Uttarakhand","₹ 1,20,000",https://collegedunia.com/college/16891-shree-dev-bhoomi-institute-of-education-science-and-technology-sdbi-dehradun
"Indira Gandhi Technological And Medical Sciences University - [IGTAMSU], Ziro","Ziro, Arunachal Pradesh","₹ 1,20,000",https://collegedunia.com/university/60389-indira-gandhi-technological-and-medical-sciences-university-igtamsu-ziro
"Krishna Nursing and Paramedical Institute, Lucknow","Lucknow, Uttar Pradesh","₹ 1,35,000",https://collegedunia.com/college/64735-krishna-nursing-and-paramedical-institute-lucknow
"Ramakrishna Mission Seva Pratishthan, Kolkata","Kolkata, West Bengal","₹ 1,10,000",https://collegedunia.com/college/64620-ramakrishna-mission-seva-pratishthan-kolkata
"Saveetha College of Nursing - [SCON], Chennai","Chennai, Tamil Nadu","₹ 1,30,000",https://collegedunia.com/college/56290-saveetha-college-of-nursing-scon-chennai
"MotherHood University, Roorkee","Roorkee, Uttarakhand","₹ 1,12,000",https://collegedunia.com/university/57418-motherhood-university-roorkee
"Sakshi College Of Nursing And Paramedical Sciences, Kanpur","Kanpur, Uttar Pradesh","₹ 1,07,000",https://collegedunia.com/college/64177-sakshi-college-of-nursing-and-paramedical-sciences-kanpur
"T.S.Mishra University, Lucknow","Lucknow, Uttar Pradesh","₹ 1,18,200",https://collegedunia.com/university/63813-tsmishra-university-lucknow
"Cheran College of Nursing, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,25,000",https://collegedunia.com/college/55438-cheran-college-of-nursing-coimbatore
"Cheran Group of Institutions, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,25,000",https://collegedunia.com/college/63744-cheran-group-of-institutions-coimbatore
"Madhya Pradesh Medical Science University - [MPMSU], Jabalpur","Jabalpur, Madhya Pradesh","₹ 4,24,000",https://collegedunia.com/university/58557-madhya-pradesh-medical-science-university-mpmsu-jabalpur
"Vidhyadeep University, Surat","Surat, Gujarat","₹ 1,06,000",https://collegedunia.com/university/60256-vidhyadeep-university-surat
"Ch. Sughar Singh Group Of Institutions, Etawah","Etawah, Uttar Pradesh","₹ 1,06,000",https://collegedunia.com/college/62539-ch-sughar-singh-group-of-institutions-etawah
"A.G Group of Institution, Bokaro","Bokaro, Jharkhand","₹ 1,25,000",https://collegedunia.com/college/62719-ag-group-of-institution-bokaro
"Swaminarayan University, Kalol","Kalol, Gujarat","₹ 1,06,000",https://collegedunia.com/college/63489-swaminarayan-university-kalol
"Bahra University - [BU], Solan","Solan, Himachal Pradesh","₹ 1,05,000",https://collegedunia.com/university/25549-bahra-university-bu-solan
"Mewar University - [MU], Chittorgarh","Chittorgarh, Rajasthan","₹ 1,05,000",https://collegedunia.com/university/25830-mewar-university-mu-chittorgarh
"Renaissance University - [RU], Indore","Indore, Madhya Pradesh","₹ 1,05,000",https://collegedunia.com/university/60382-renaissance-university-ru-indore
"Mahavir Nursing Institute, Bayad","Bayad, Gujarat","₹ 1,05,000",https://collegedunia.com/college/62519-mahavir-nursing-institute-bayad
"Medhavi Skills University, East Sikkim","East Sikkim, Sikkim","₹ 1,62,000",https://collegedunia.com/university/63882-medhavi-skills-university-east-sikkim
"Mahayogi Gorakhnath University, Gorakhpur","Gorakhpur, Uttar Pradesh","₹ 1,05,000",https://collegedunia.com/university/63883-mahayogi-gorakhnath-university-gorakhpur
"Aram Institute, Ranchi","Ranchi, Jharkhand","₹ 1,05,000",https://collegedunia.com/college/64178-aram-institute-ranchi
"Shri Balaji Nursing Institute, Bahadurgarh","Bahadurgarh, Haryana","₹ 1,05,000",https://collegedunia.com/college/65127-shri-balaji-nursing-institute-bahadurgarh
"Mata  Gujri  University, Kishanganj","Kishanganj, Bihar","₹ 1,12,000",https://collegedunia.com/university/60404-mata-gujri-university-kishanganj
"St. Barnabas Hospital College of Nursing, Ranchi","Ranchi, Jharkhand","₹ 1,15,000",https://collegedunia.com/college/64023-st-barnabas-hospital-college-of-nursing-ranchi
"Holy Family College of Nursing, New Delhi","New Delhi, Delhi NCR","₹ 1,20,000",https://collegedunia.com/college/58806-holy-family-college-of-nursing-new-delhi
"Sri Venkateswaraa University, Chennai","Chennai, Tamil Nadu","₹ 1,15,000",https://collegedunia.com/university/65123-sri-venkateswaraa-university-chennai
"Smt Bakul Tambat Institute of Nursing Education, Pune","Pune, Maharashtra","₹ 1,02,000",https://collegedunia.com/college/12426-smt-bakul-tambat-institute-of-nursing-education-pune
"DY Patil Education Society - [DYPES], Kolhapur","Kolhapur, Maharashtra","₹ 1,02,000",https://collegedunia.com/university/25690-dy-patil-education-society-dypes-kolhapur
"Metro College of Health Sciences and Research - [MCHSR], Greater Noida","Greater Noida, Uttar Pradesh","₹ 1,02,000",https://collegedunia.com/college/62565-metro-college-of-health-sciences-and-research-mchsr-greater-noida
"Noorul Islam Centre for Higher Education [NICHE], Kanyakumari","Kanyakumari, Tamil Nadu","₹ 2,06,000",https://collegedunia.com/university/14509-noorul-islam-centre-for-higher-education-niche-kanyakumari
"Pravara Institute of Medical Sciences University - [PIMS], Ahmednagar","Ahmednagar, Maharashtra","₹ 1,05,000",https://collegedunia.com/university/25720-pravara-institute-of-medical-sciences-university-pims-ahmednagar
"Symbiosis College of Nursing - [SCON], Pune","Pune, Maharashtra","₹ 1,05,000",https://collegedunia.com/college/57467-symbiosis-college-of-nursing-scon-pune
"Rural Dental College, Ahmednagar","Ahmednagar, Maharashtra","₹ 1,05,000",https://collegedunia.com/college/59226-rural-dental-college-ahmednagar
"Pravara Rural Medical College - [PRMC], Loni, Ahmednagar","Ahmednagar, Maharashtra","₹ 1,05,000",https://collegedunia.com/college/60523-pravara-rural-medical-college-prmc-loni-ahmednagar
"Sri Sai R Group of Institutions, Aligarh","Aligarh, Uttar Pradesh","₹ 1,04,500",https://collegedunia.com/college/63970-sri-sai-r-group-of-institutions-aligarh
"Guru Jambheshwar University of Science and Technology - [GJUS&T], Hisar","Hisar, Haryana","₹ 1,06,900",https://collegedunia.com/university/25527-guru-jambheshwar-university-of-science-and-technology-gjusandt-hisar
"Dr. Vithalrao Vikhe Patil Foundation's Medical College - [VIMS], Ahmednagar","Ahmednagar, Maharashtra","₹ 1,00,500",https://collegedunia.com/college/10823-dr-vithalrao-vikhe-patil-foundations-medical-college-vims-ahmednagar
"Bhavdiya Group of Institutions, Ayodhya","Ayodhya, Uttar Pradesh","₹ 1,23,000",https://collegedunia.com/college/59547-bhavdiya-group-of-institutions-ayodhya
"Avadh Institute Of Medical Technology and Hospital - [AIMTH], Lucknow","Lucknow, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/7545-avadh-institute-of-medical-technology-and-hospital-aimth-lucknow
"National School of Management Studies, Durgapur","Durgapur, West Bengal","₹ 4,00,000",https://collegedunia.com/college/8059-national-school-of-management-studies-durgapur
"Bishop's College of Nursing, Dharapuram","Dharapuram, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/11391-bishops-college-of-nursing-dharapuram
"Eashwari Bai Memorial College of Nursing - [EBMCON], Secunderabad","Secunderabad, Telangana","₹ 1,00,000",https://collegedunia.com/college/11535-eashwari-bai-memorial-college-of-nursing-ebmcon-secunderabad
"Mother Marry Institute of Nursing, Hoshiarpur","Hoshiarpur, Punjab","₹ 1,00,000",https://collegedunia.com/college/11999-mother-marry-institute-of-nursing-hoshiarpur
"A.N.A Group of Institutions, Bareilly","Bareilly, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/12680-ana-group-of-institutions-bareilly
"Arrdekta Institute of Technology, Sabarkantha","Sabarkantha, Gujarat","₹ 1,00,000",https://collegedunia.com/college/12869-arrdekta-institute-of-technology-sabarkantha
"Sri Basaveshwara Institute of Technology - [SBIT], Tumkur","Tumkur, Karnataka","₹ 4,00,000",https://collegedunia.com/college/15206-sri-basaveshwara-institute-of-technology-sbit-tumkur
"Rabindranath Tagore University - [RNTU], Bhopal","Bhopal, Madhya Pradesh","₹ 1,00,000",https://collegedunia.com/university/25656-rabindranath-tagore-university-rntu-bhopal
"Bharati Vidyapeeth Deemed University Pune, Pune","Pune, Maharashtra","₹ 1,00,000",https://collegedunia.com/university/25688-bharati-vidyapeeth-deemed-university-pune-pune
"SRM Institute of Science and Technology - [SRMIST], Chennai","Chennai, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/university/25896-srm-institute-of-science-and-technology-srmist-chennai
"Sri Ramachandra Institute of Higher Education and Research, Chennai","Chennai, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/university/25900-sri-ramachandra-institute-of-higher-education-and-research-chennai
"Vivekananda Global University - [VGU], Jaipur","Jaipur, Rajasthan","₹ 1,00,000",https://collegedunia.com/university/54832-vivekananda-global-university-vgu-jaipur
"Dr. K. M. Cherian Heart Foundation, Chennai","Chennai, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/55504-dr-k-m-cherian-heart-foundation-chennai
"Grace College of Nursing, Kanyakumari","Kanyakumari, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/55598-grace-college-of-nursing-kanyakumari
"M.N. College of Optometry, Chennai","Chennai, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/55677-mn-college-of-optometry-chennai
"Sree Balaji College of Nursing, Chennai","Chennai, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/56201-sree-balaji-college-of-nursing-chennai
"Faculty of Nursing, SRIHER, Chennai","Chennai, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/56208-faculty-of-nursing-sriher-chennai
"Netaji Subhas University - [NSU], Jamshedpur","Jamshedpur, Jharkhand","₹ 4,00,000",https://collegedunia.com/university/59945-netaji-subhas-university-nsu-jamshedpur
"Rajshree Medical Research Institute - [RMRI], Bareilly","Bareilly, Uttar Pradesh","₹ 1,08,000",https://collegedunia.com/college/60008-rajshree-medical-research-institute-rmri-bareilly
"Rajshree Group of Institutions, Bareilly","Bareilly, Uttar Pradesh","₹ 1,08,000",https://collegedunia.com/college/60011-rajshree-group-of-institutions-bareilly
"Rajshree Nursing Institute, Bareilly","Bareilly, Uttar Pradesh","₹ 1,08,000",https://collegedunia.com/college/60016-rajshree-nursing-institute-bareilly
"Hindusthan College of Nursing - [HCON], Coimbatore","Coimbatore, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/62552-hindusthan-college-of-nursing-hcon-coimbatore
"Sakshi College of Pharmacy, Kanpur","Kanpur, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/62615-sakshi-college-of-pharmacy-kanpur
"Technocrats Group of Institutions, Bhopal","Bhopal, Madhya Pradesh","₹ 1,00,000",https://collegedunia.com/college/62767-technocrats-group-of-institutions-bhopal
"Cauvery Group of Institutions, Mysore","Mysore, Karnataka","₹ 1,00,000",https://collegedunia.com/college/63193-cauvery-group-of-institutions-mysore
"Mohan Babu University - [MBU], Tirupati","Tirupati, Andhra Pradesh","₹ 1,00,000",https://collegedunia.com/university/63375-mohan-babu-university-mbu-tirupati
"Hayward Institute of Nursing and Science, Gwalior","Gwalior, Madhya Pradesh","₹ 1,00,000",https://collegedunia.com/college/63815-hayward-institute-of-nursing-and-science-gwalior
"Maganbhai Adenwala Mahagujarat University, Nadiad","Nadiad, Gujarat","₹ 1,00,000",https://collegedunia.com/university/63888-maganbhai-adenwala-mahagujarat-university-nadiad
"SIGNA Colleges, Kanpur","Kanpur, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/64201-signa-colleges-kanpur
"Sri K.L. Shastri Smarak Nursing College, Lucknow","Lucknow, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/64230-sri-kl-shastri-smarak-nursing-college-lucknow
"Divine Institute of Nursing and Paramedical Science, Lucknow","Lucknow, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/64235-divine-institute-of-nursing-and-paramedical-science-lucknow
"Sree Abirami College of Allied Health Science, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/64485-sree-abirami-college-of-allied-health-science-coimbatore
"Chaitanya University - [CU], Himayathnagar","Himayathnagar, Telangana","₹ 1,00,000",https://collegedunia.com/university/64569-chaitanya-university-cu-himayathnagar
"Sree Abirami Institutions, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,00,000",https://collegedunia.com/college/64728-sree-abirami-institutions-coimbatore
"JNCT Professional University, Bhopal, Bhopal","Bhopal, Madhya Pradesh","₹ 1,00,000",https://collegedunia.com/university/64872-jnct-professional-university-bhopal-bhopal
"Dr. Ambedkar Institute of Medical Science (DAIMS), Rourkela","Rourkela, Odisha","₹ 1,00,000",https://collegedunia.com/college/64930-dr-ambedkar-institute-of-medical-science-daims-rourkela
"Shrey Institute of Nursing and Allied Sciences, Ahmedabad","Ahmedabad, Gujarat","₹ 1,00,000",https://collegedunia.com/college/64968-shrey-institute-of-nursing-and-allied-sciences-ahmedabad
"Shri Mukesh Kumar Jauhari Nursing and Paramedical College, Bareilly","Bareilly, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/64974-shri-mukesh-kumar-jauhari-nursing-and-paramedical-college-bareilly
"Syadwad Institute of Higher Education & Research -[SIHER], Bhaghpat","Bhaghpat, Uttar Pradesh","₹ 1,10,000",https://collegedunia.com/college/65032-syadwad-institute-of-higher-education-and-research-siher-bhaghpat
"SVM College of Nursing, Rohtak","Rohtak, Haryana","₹ 1,00,000",https://collegedunia.com/college/65057-svm-college-of-nursing-rohtak
"Emversity - School of Allied Health Sciences, Bangalore","Bangalore, Karnataka","₹ 1,33,000",https://collegedunia.com/college/64900-emversity-school-of-allied-health-sciences-bangalore
"People's College of Nursing & Research Centre - [PCNRC], Bhopal","Bhopal, Madhya Pradesh","₹ 99,000",https://collegedunia.com/college/12114-peoples-college-of-nursing-and-research-centre-pcnrc-bhopal
"Nazarene Nurses Training College, Washim","Washim, Maharashtra","₹ 99,000",https://collegedunia.com/college/63933-nazarene-nurses-training-college-washim
"Meerut Institute of Engineering & Technology Kumaon - [MIET], Haldwani","Haldwani, Uttarakhand","₹ 98,800",https://collegedunia.com/college/57442-meerut-institute-of-engineering-and-technology-kumaon-miet-haldwani
"Saveetha Medical College, Chennai","Chennai, Tamil Nadu","₹ 1,45,000",https://collegedunia.com/college/10967-saveetha-medical-college-chennai
"Prof. Brijmohan Mishra Institute of Medical & Technical Sciences - [BIMTS], Burhanpur","Burhanpur, Madhya Pradesh","₹ 1,10,000",https://collegedunia.com/college/58647-prof-brijmohan-mishra-institute-of-medical-and-technical-sciences-bimts-burhanpur
"GS Group, Hapur","Hapur, Uttar Pradesh","₹ 1,22,000",https://collegedunia.com/college/63757-gs-group-hapur
"Jubilee Mission College of Nursing - [JMCON], Thrissur","Thrissur, Kerala","₹ 1,17,325",https://collegedunia.com/college/11746-jubilee-mission-college-of-nursing-jmcon-thrissur
"Teerthanker Mahaveer University, College of Paramedical Sciences - [TMU CPS], Moradabad","Moradabad, Uttar Pradesh","₹ 1,12,400",https://collegedunia.com/college/57226-teerthanker-mahaveer-university-college-of-paramedical-sciences-tmu-cps-moradabad
"Naincy College of Nursing, Nainital","Nainital, Uttarakhand","₹ 99,800",https://collegedunia.com/college/64469-naincy-college-of-nursing-nainital
"Dhanalakshmi Srinivasan University - [DSU], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","₹ 1,41,000",https://collegedunia.com/university/62883-dhanalakshmi-srinivasan-university-dsu-tiruchirappalli
"KS Hegde Medical Academy - [KSHEMA], Mangalore","Mangalore, Karnataka","₹ 1,32,500",https://collegedunia.com/college/56549-ks-hegde-medical-academy-kshema-mangalore
"Meenakshi Academy of Higher Education and Research - [MAHER], Chennai","Chennai, Tamil Nadu","₹ 1,30,000",https://collegedunia.com/university/25888-meenakshi-academy-of-higher-education-and-research-maher-chennai
"Vels Institute of Science, Technology & Advanced Studies, Chennai","Chennai, Tamil Nadu","₹ 1,30,000",https://collegedunia.com/university/25911-vels-institute-of-science-technology-and-advanced-studies-chennai
"SGT University, Gurgaon","Gurgaon, Haryana","₹ 1,30,000",https://collegedunia.com/university/54847-sgt-university-gurgaon
"T John Group of Institutions, Bangalore","Bangalore, Karnataka","₹ 1,50,000",https://collegedunia.com/college/63294-t-john-group-of-institutions-bangalore
"Sharda University, School of Allied Health Sciences - [SAHS], Greater Noida","Greater Noida, Uttar Pradesh","₹ 1,29,780",https://collegedunia.com/college/58973-sharda-university-school-of-allied-health-sciences-sahs-greater-noida
"Shri Rawatpura Sarkar University - [SRU], Raipur","Raipur, Chhattisgarh","₹ 1,01,200",https://collegedunia.com/university/59905-shri-rawatpura-sarkar-university-sru-raipur
"Devsthali Vidyapeeth, Rudrapur","Rudrapur, Uttarakhand","₹ 1,04,000",https://collegedunia.com/college/9378-devsthali-vidyapeeth-rudrapur
"RP Inderaprastha Institute of Technology - [RPIIT], Karnal","Karnal, Haryana","₹ 97,000",https://collegedunia.com/college/14665-rp-inderaprastha-institute-of-technology-rpiit-karnal
"Vidhyadeep School of Nursing, Surat","Surat, Gujarat","₹ 3,88,000",https://collegedunia.com/college/60252-vidhyadeep-school-of-nursing-surat
"Westfort Institute of Paramedical Science - [WIMS], Thrissur","Thrissur, Kerala","₹ 3,86,900",https://collegedunia.com/college/11180-westfort-institute-of-paramedical-science-wims-thrissur
"Acharya Institute Of Allied Health Sciences, Bangalore","Bangalore, Karnataka","₹ 1,16,175",https://collegedunia.com/college/60509-acharya-institute-of-allied-health-sciences-bangalore
"Mother Teresa College of Nursing, Aurangabad","Aurangabad, Maharashtra","₹ 96,500",https://collegedunia.com/college/63903-mother-teresa-college-of-nursing-aurangabad
"Mahatma Gandhi University, School of Medical Education - [SME], Kottayam","Kottayam, Kerala","₹ 1,06,400",https://collegedunia.com/college/55286-mahatma-gandhi-university-school-of-medical-education-sme-kottayam
"Mahayogi Pilot Baba Institute of Higher Education and Research - [MPBIMER], Nainital","Nainital, Uttarakhand","₹ 1,00,000",https://collegedunia.com/college/64457-mahayogi-pilot-baba-institute-of-higher-education-and-research-mpbimer-nainital
"Maa Ambey Institute of Nursing & Paramedical Science, Almora","Almora, Uttarakhand","₹ 1,00,000",https://collegedunia.com/college/64850-maa-ambey-institute-of-nursing-and-paramedical-science-almora
"Ahmedabad Institute of Nursing Sciences, Ahmedabad","Ahmedabad, Gujarat","₹ 96,000",https://collegedunia.com/college/63670-ahmedabad-institute-of-nursing-sciences-ahmedabad
"Al Shifa College of Nursing, Malappuram","Malappuram, Kerala","₹ 1,06,325",https://collegedunia.com/college/10233-al-shifa-college-of-nursing-malappuram
"PVS College of Nursing, Kozhikode","Kozhikode, Kerala","₹ 1,06,325",https://collegedunia.com/college/10813-pvs-college-of-nursing-kozhikode
"Amrita College of Nursing, Kochi","Kochi, Kerala","₹ 1,06,325",https://collegedunia.com/college/11249-amrita-college-of-nursing-kochi
"Aswini College of Nursing, Thrissur","Thrissur, Kerala","₹ 1,06,325",https://collegedunia.com/college/11303-aswini-college-of-nursing-thrissur
"Crescent Institution of Nursing Alathur, Palakkad","Palakkad, Kerala","₹ 1,06,325",https://collegedunia.com/college/11472-crescent-institution-of-nursing-alathur-palakkad
"Nirmala College of Nursing, Calicut","Calicut, Kerala","₹ 1,06,325",https://collegedunia.com/college/12063-nirmala-college-of-nursing-calicut
